DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
16,2,DL,14107,14100,26,24
16,2,DL,14122,14100,12,4
16,2,DL,14524,11057,-4,-20
16,2,DL,10693,11057,-4,6
16,2,DL,10721,14100,-3,-17
16,2,DL,14100,13495,-1,13
16,2,DL,14100,10529,6,-3
16,2,DL,10529,14100,-6,-6
16,2,DL,15016,11057,-3,-17
16,2,DL,13495,14100,23,33
16,2,DL,11057,14492,-4,-11
16,2,DL,14100,12339,-2,-27
16,2,DL,11057,11697,0,-1
16,2,DL,11057,15304,1,1
16,2,DL,14100,12953,-6,10
16,2,DL,14100,12892,-10,-15
16,2,DL,14100,10721,-5,3
16,2,DL,10792,11057,7,5
16,2,DL,11057,14027,4,-10
16,2,DL,11057,12892,-4,-9
16,2,DL,11057,11278,-5,-6
16,2,DL,12892,14100,-1,-33
16,2,DL,14100,11278,-2,-31
16,2,DL,11057,14771,1,-12
16,2,DL,11057,14107,0,0
16,2,DL,14492,11057,-5,-14
16,2,DL,11057,14100,-2,-11
16,2,DL,12892,14107,-7,-16
16,2,DL,12339,11057,-11,2
16,2,DL,11057,11292,-8,-13
16,2,DL,11057,14747,-5,-15
16,2,DL,14747,11057,-4,-19
16,2,DL,13495,11057,-3,-26
16,2,DL,11057,13495,-3,-19
16,2,DL,14107,11057,-10,-9
16,2,DL,14100,10821,-5,-10
16,2,DL,11057,14307,-5,-12
16,2,DL,12953,14100,-11,-41
16,2,DL,14100,14683,19,14
16,2,DL,13198,11057,2,-14
16,2,DL,11057,13198,-7,-25
16,2,DL,11278,11057,177,148
16,2,DL,13931,11057,-7,-4
16,2,DL,14100,14122,-6,-29
16,2,DL,14100,12451,-5,-27
16,2,DL,12451,14100,-5,-15
16,2,DL,14683,14100,-9,-14
16,2,DL,14057,11057,-6,-5
16,2,DL,11057,14057,17,3
16,2,DL,11057,15016,24,18
16,2,DL,10529,11057,-5,-14
16,2,DL,11057,10529,-5,-12
16,2,DL,11057,13931,-5,6
16,2,DL,11057,14635,-5,-14
16,2,DL,11057,13204,-13,-3
16,2,DL,11057,12889,-3,-4
16,2,DL,12889,14100,-1,-10
16,2,DL,14100,14492,59,55
16,2,DL,12889,11057,-8,-13
16,2,DL,14100,10423,1,-14
16,2,DL,10423,14100,-3,-31
16,2,DL,14100,12889,-12,-34
16,2,DL,14107,14908,-3,-9
16,2,DL,11618,14107,31,16
16,2,DL,14100,14771,-5,-17
16,2,DL,14771,14100,-1,-4
16,2,DL,13871,14107,-6,3
16,2,DL,12889,14107,0,-16
16,2,DL,14908,14107,0,6
16,2,DL,14122,14107,52,60
16,2,DL,14107,11618,-3,-11
16,2,DL,14771,14107,-5,-7
16,2,DL,14771,11057,2,-20
16,2,DL,14100,11292,3,-12
16,2,DL,14843,14100,-7,-19
16,2,DL,14100,14843,22,12
16,2,DL,11278,14100,-5,-16
16,2,DL,11278,10529,28,12
16,2,DL,12266,14100,-1,12
16,2,DL,11057,12339,-4,6
16,2,DL,11292,14100,-4,-31
16,2,DL,11057,10693,3,-9
16,2,DL,12451,11057,60,37
16,2,DL,11057,14524,-5,-21
16,2,DL,11057,14843,-7,-23
16,2,DL,14843,11057,-6,-3
16,2,DL,10529,11278,-10,-8
16,2,DL,11278,14027,-5,-10
16,2,DL,14027,11278,-3,-29
16,2,DL,11292,11057,3,-7
16,2,DL,14107,12889,-7,-26
16,2,DL,14307,11278,-11,-28
16,2,DL,14100,12266,-6,-14
16,2,DL,11057,14683,-2,-12
16,2,DL,14307,14100,-7,-32
16,2,DL,14100,14307,-8,-19
16,2,DL,11057,10792,-5,-14
16,2,DL,12953,10721,-6,3
16,2,DL,10721,12953,3,-12
16,2,DL,11278,12953,-2,-20
16,2,DL,12953,11278,-3,-12
16,2,DL,14679,14107,-4,-19
16,2,DL,11278,14107,-2,-15
16,2,DL,12339,14107,-1,-11
16,2,DL,14107,12892,6,-3
16,2,DL,13830,14107,-5,16
16,2,DL,14107,11278,18,9
16,2,DL,11278,12889,-4,-10
16,2,DL,12889,11278,-2,-12
16,2,DL,13891,14107,-3,1
16,2,DL,11278,14679,-6,-23
16,2,DL,14679,11278,-3,-11
16,2,DL,13204,14107,-2,-19
16,2,DL,14107,10821,-7,-12
16,2,DL,10821,14107,118,91
16,2,DL,14107,13342,6,0
16,2,DL,14107,12954,-6,-5
16,2,DL,14107,10299,-3,-7
16,2,DL,15304,14107,0,-8
16,2,DL,13796,14107,-6,-24
16,2,DL,14107,11066,-3,-7
16,2,DL,12954,14107,6,-4
16,2,DL,14107,15016,-9,-12
16,2,DL,14100,14679,-6,10
16,2,DL,14570,14107,-2,-28
16,2,DL,14679,14100,-4,-15
16,2,DL,11057,14679,-8,10
16,2,DL,14679,11057,-2,-4
16,2,DL,14107,14679,-4,-19
16,2,DL,14107,11697,146,124
16,2,DL,14107,10140,-7,-17
16,2,DL,14893,14107,-2,-17
16,2,DL,10299,14107,-6,-31
16,2,DL,14107,10423,-12,-12
16,2,DL,10423,14107,-5,-3
16,2,DL,14831,14107,-4,-16
16,2,DL,11066,14107,-9,-27
16,2,DL,13198,14107,-5,-7
16,2,DL,10140,14107,-4,-21
16,2,DL,14107,14893,5,-3
16,2,DL,14107,14831,-3,-6
16,2,DL,13342,14107,-2,-16
16,2,DL,14107,14771,-7,9
16,2,DL,11697,14107,13,-11
16,2,DL,14107,13830,0,-15
16,2,DL,14107,12339,-3,-21
16,2,DL,14107,13871,3,-23
16,2,DL,14107,14570,-3,-13
16,2,DL,14107,13204,-3,-20
16,2,DL,14107,15304,13,-4
16,2,DL,14107,13198,-3,28
16,2,DL,15016,14107,-3,-4
16,2,DL,14107,13796,-1,-5
16,2,DL,14107,14122,-2,-17
16,2,DL,14107,13891,-5,-15
16,2,DL,15376,14107,-3,-4
16,2,DL,14107,15376,30,17
16,2,DL,12264,11292,-2,1
16,2,DL,11618,11292,-6,-14
16,2,DL,14747,12264,-4,-2
16,2,DL,14771,12266,-5,-5
16,2,DL,11618,14771,-5,-16
16,2,DL,11278,12266,-4,-7
16,2,DL,12266,13930,-2,-11
16,2,DL,13930,10821,-2,-18
16,2,DL,13495,12264,4,4
16,2,DL,11618,12266,-16,-17
16,2,DL,12266,11618,32,15
16,2,DL,12266,12889,0,10
16,2,DL,12889,14771,6,-19
16,2,DL,14679,11618,6,-6
16,2,DL,14771,14679,-1,-7
16,2,DL,12266,11278,-5,11
16,2,DL,14893,12266,-2,-7
16,2,DL,12266,12953,-1,-13
16,2,DL,12889,11618,-2,9
16,2,DL,11292,12264,-2,-16
16,2,DL,14908,12266,-7,-16
16,2,DL,11618,12889,-4,-13
16,2,DL,12266,15304,-3,4
16,2,DL,12892,12266,312,297
16,2,DL,11292,14683,-1,4
16,2,DL,14492,14771,4,-3
16,2,DL,14771,12264,-1,-12
16,2,DL,11278,14771,15,-4
16,2,DL,12266,10721,0,-8
16,2,DL,13930,14893,-5,-26
16,2,DL,12264,13930,-1,-9
16,2,DL,11292,11618,-1,-14
16,2,DL,12266,14893,-2,-5
16,2,DL,15304,12266,-4,-14
16,2,DL,11618,14683,34,25
16,2,DL,14683,11618,-6,-6
16,2,DL,12266,14831,-6,-17
16,2,DL,12264,14107,-3,-7
16,2,DL,11292,10299,-4,-11
16,2,DL,11042,11697,-2,-8
16,2,DL,12266,14679,-2,-17
16,2,DL,12264,13204,-4,-3
16,2,DL,12266,11697,0,0
16,2,DL,11042,12889,10,-9
16,2,DL,12889,12266,-5,-22
16,2,DL,12266,10821,-4,-12
16,2,DL,11618,14908,-4,-17
16,2,DL,12266,12892,11,10
16,2,DL,12889,11042,-3,-15
16,2,DL,12953,12266,-10,-7
16,2,DL,11618,14679,0,-8
16,2,DL,10821,11292,-6,-17
16,2,DL,11292,14893,-4,2
16,2,DL,14771,11618,-4,-16
16,2,DL,13830,14771,-5,-16
16,2,DL,12173,11618,-6,-7
16,2,DL,11618,12173,39,28
16,2,DL,10721,12266,-4,-20
16,2,DL,14771,11278,-2,13
16,2,DL,11697,11042,8,3
16,2,DL,12173,12264,0,-15
16,2,DL,14107,11042,-8,-24
16,2,DL,12173,12266,-3,-14
16,2,DL,12266,12173,-6,-18
16,2,DL,14679,12266,-3,-10
16,2,DL,10423,11618,-1,-11
16,2,DL,12173,13930,-6,-9
16,2,DL,13930,12173,-4,-9
16,2,DL,12264,14771,7,-18
16,2,DL,12264,14679,-1,-23
16,2,DL,14771,13204,-1,1
16,2,DL,14122,14771,-7,-46
16,2,DL,12266,14771,12,1
16,2,DL,11697,12264,3,-6
16,2,DL,14679,14771,-4,-22
16,2,DL,12264,14893,-7,-8
16,2,DL,11292,14570,-1,-10
16,2,DL,15304,12264,-1,-14
16,2,DL,13930,12266,-5,-6
16,2,DL,12264,14747,21,2
16,2,DL,13204,12264,-2,-7
16,2,DL,13204,14771,-3,-7
16,2,DL,11292,12173,43,30
16,2,DL,14893,11292,-3,-10
16,2,DL,14831,11292,-10,-38
16,2,DL,14771,12889,-5,-31
16,2,DL,11697,12266,-3,-27
16,2,DL,12266,13891,-4,-4
16,2,DL,13930,12264,29,63
16,2,DL,12264,15304,-5,-23
16,2,DL,10821,13930,-3,-19
16,2,DL,13495,14771,-6,-15
16,2,DL,13830,11292,-5,-19
16,2,DL,14057,12266,-10,11
16,2,DL,12173,11292,1,6
16,2,DL,12266,14908,-8,-16
16,2,DL,12191,10693,0,7
16,2,DL,12191,10821,13,10
16,2,DL,12191,11259,-5,0
16,2,DL,12191,11292,-6,-27
16,2,DL,12191,11618,18,11
16,2,DL,12191,11697,-7,-2
16,2,DL,12191,12339,0,-2
16,2,DL,12191,12451,-3,-43
16,2,DL,12191,12889,-5,-18
16,2,DL,12191,12892,9,-4
16,2,DL,12191,13198,-5,-9
16,2,DL,12191,13232,-5,-4
16,2,DL,12191,13495,-4,-16
16,2,DL,12191,13796,0,-17
16,2,DL,12191,13851,27,13
16,2,DL,12191,14100,-2,-13
16,2,DL,12191,14107,-5,-10
16,2,DL,12191,14492,-9,-18
16,2,DL,12191,14679,1,-19
16,2,DL,12191,14908,-3,-21
16,2,DL,12191,15016,3,-2
16,2,DL,12191,15304,-1,-6
16,2,DL,12264,13232,-3,-20
16,2,DL,12339,10821,-3,-11
16,2,DL,12339,12191,-1,17
16,2,DL,12339,12889,-2,-16
16,2,DL,12339,13198,-3,-15
16,2,DL,12451,10693,-5,-14
16,2,DL,12451,10821,-4,-9
16,2,DL,12451,11292,-1,8
16,2,DL,12451,11697,3,17
16,2,DL,12451,12191,15,15
16,2,DL,12451,12889,-5,28
16,2,DL,12451,13931,22,28
16,2,DL,12889,10140,-5,-15
16,2,DL,12889,10423,-11,-24
16,2,DL,12889,10529,-1,-10
16,2,DL,12889,10693,2,8
16,2,DL,12889,10792,-1,-6
16,2,DL,12889,10800,-2,-18
16,2,DL,12889,11066,-1,6
16,2,DL,12889,11697,-4,-16
16,2,DL,12889,12191,-3,-8
16,2,DL,12889,12339,-5,-19
16,2,DL,12889,12451,-4,3
16,2,DL,12889,13198,-1,-1
16,2,DL,12889,13232,-6,-9
16,2,DL,12889,13342,-5,-13
16,2,DL,12889,13495,11,6
16,2,DL,12889,13796,-5,-19
16,2,DL,12889,13851,-4,-11
16,2,DL,12889,13871,3,-9
16,2,DL,12889,13891,2,-18
16,2,DL,12889,14122,-3,-5
16,2,DL,12889,14492,-2,-20
16,2,DL,12889,14570,-3,-11
16,2,DL,12889,14679,0,-8
16,2,DL,12889,14683,5,-2
16,2,DL,12889,14730,-4,-7
16,2,DL,12889,14831,-6,2
16,2,DL,12889,14893,-2,-6
16,2,DL,12889,15016,-4,-32
16,2,DL,12889,15304,0,-5
16,2,DL,12889,15376,-7,-1
16,2,DL,12892,10140,-2,9
16,2,DL,12892,10821,1,-13
16,2,DL,12892,12191,-6,-30
16,2,DL,12892,13232,-7,-18
16,2,DL,12892,13342,-3,-3
16,2,DL,12892,13796,-3,-13
16,2,DL,12892,14570,-6,-17
16,2,DL,12892,14683,-6,-9
16,2,DL,12892,14831,-3,-29
16,2,DL,12892,14893,-6,-24
16,2,DL,12892,15376,8,8
16,2,DL,12953,13232,3,1
16,2,DL,12953,13342,-3,-14
16,2,DL,13198,10140,-5,-24
16,2,DL,13198,10693,-5,-8
16,2,DL,13198,10821,4,-2
16,2,DL,13198,11259,1,1
16,2,DL,13198,11697,-7,-2
16,2,DL,13198,12191,0,-13
16,2,DL,13198,12339,1,11
16,2,DL,13198,12889,0,22
16,2,DL,13198,13232,-7,-31
16,2,DL,13198,13342,-4,-14
16,2,DL,13198,13495,-6,-17
16,2,DL,13198,13851,-1,-11
16,2,DL,13198,14057,-7,-16
16,2,DL,13198,14679,-7,-16
16,2,DL,13198,15016,20,10
16,2,DL,13198,15304,13,15
16,2,DL,13204,10140,262,250
16,2,DL,13204,10693,-5,-11
16,2,DL,13204,13851,-6,-15
16,2,DL,13204,13931,-9,-11
16,2,DL,13204,14683,-4,-13
16,2,DL,13204,14730,-8,-9
16,2,DL,13232,10140,-7,-32
16,2,DL,13232,10423,-9,-18
16,2,DL,13232,10529,31,10
16,2,DL,13232,10693,4,-8
16,2,DL,13232,10721,0,6
16,2,DL,13232,10792,-2,-16
16,2,DL,13232,10821,9,3
16,2,DL,13232,11042,-2,-17
16,2,DL,13232,11066,11,-6
16,2,DL,13232,11618,-4,7
16,2,DL,13232,12191,-4,-5
16,2,DL,13232,12264,-4,-23
16,2,DL,13232,12889,-3,-10
16,2,DL,13232,12892,-1,-13
16,2,DL,13232,12953,0,-23
16,2,DL,13232,13198,-1,28
16,2,DL,13232,13495,9,14
16,2,DL,13232,13796,2,-11
16,2,DL,13232,13851,-2,19
16,2,DL,13232,13871,-2,-1
16,2,DL,13232,13891,2,-24
16,2,DL,13232,13931,-3,89
16,2,DL,13232,14057,-8,-19
16,2,DL,13232,14100,-8,-17
16,2,DL,13232,14107,-5,17
16,2,DL,13232,14122,10,4
16,2,DL,13232,14307,-7,-18
16,2,DL,13232,14492,-4,-34
16,2,DL,13232,14570,-6,-22
16,2,DL,13232,14679,-7,-17
16,2,DL,13232,14683,-5,-11
16,2,DL,13232,14730,-6,-12
16,2,DL,13232,14747,-4,-1
16,2,DL,13232,14771,9,11
16,2,DL,13232,14831,1,-36
16,2,DL,13232,14869,-8,-10
16,2,DL,13232,14893,-3,-9
16,2,DL,13232,14908,-1,1
16,2,DL,13232,15016,-3,-14
16,2,DL,13232,15376,10,-9
16,2,DL,11259,12191,-7,-21
16,2,DL,11259,13198,-6,-12
16,2,DL,11259,13495,-1,-14
16,2,DL,11259,13851,2,-16
16,2,DL,11259,14683,19,8
16,2,DL,11259,15016,79,64
16,2,DL,11278,10423,72,80
16,2,DL,11292,10529,0,-6
16,2,DL,11292,10800,0,-6
16,2,DL,11292,10821,12,-10
16,2,DL,11292,12191,-5,-9
16,2,DL,11292,12451,57,57
16,2,DL,11292,13796,0,6
16,2,DL,11292,13891,-4,9
16,2,DL,11292,14307,-7,-4
16,2,DL,11292,14492,40,44
16,2,DL,11292,14831,-5,-28
16,2,DL,11618,10423,-5,-6
16,2,DL,11618,12191,-10,-39
16,2,DL,11618,13232,-4,-18
16,2,DL,11697,10693,-6,-14
16,2,DL,11697,12191,-2,-23
16,2,DL,11697,12451,-3,-15
16,2,DL,11697,12889,-14,-31
16,2,DL,11697,13198,-6,-17
16,2,DL,11697,13342,-5,-2
16,2,DL,11697,13495,-2,-19
16,2,DL,11697,15016,-4,-16
16,2,DL,11697,15304,36,22
16,2,DL,12191,10140,-3,-3
16,2,DL,10423,10693,-6,-20
16,2,DL,10423,10821,-3,1
16,2,DL,10423,11259,-3,-15
16,2,DL,10423,11278,0,-6
16,2,DL,10423,12889,15,1
16,2,DL,10423,13232,2,-4
16,2,DL,10423,13796,-3,-9
16,2,DL,10423,14679,0,-10
16,2,DL,10423,14831,-4,-14
16,2,DL,10423,15304,-3,-7
16,2,DL,10529,10821,-10,-6
16,2,DL,10529,11292,-2,-5
16,2,DL,10529,12889,-3,-21
16,2,DL,10529,13232,-2,-21
16,2,DL,10529,14635,-3,-9
16,2,DL,10529,15304,2,-10
16,2,DL,10693,10423,38,37
16,2,DL,10693,10721,0,12
16,2,DL,10693,10821,-9,-16
16,2,DL,10693,11066,-1,-12
16,2,DL,10693,11697,-2,-15
16,2,DL,10693,12191,-7,-20
16,2,DL,10693,12451,-5,-14
16,2,DL,10693,12889,-7,-22
16,2,DL,10693,13198,0,24
16,2,DL,10693,13204,-4,-17
16,2,DL,10693,13232,-2,-11
16,2,DL,10693,13495,-3,-7
16,2,DL,10693,13931,-4,-8
16,2,DL,10693,14100,-5,-36
16,2,DL,10693,14107,-4,0
16,2,DL,10693,14492,6,23
16,2,DL,10693,14635,32,27
16,2,DL,10693,14679,-5,-16
16,2,DL,10693,14683,0,2
16,2,DL,10693,15016,0,3
16,2,DL,10693,15304,4,-8
16,2,DL,10721,10693,-6,1
16,2,DL,10721,13232,-2,-5
16,2,DL,10721,15016,-7,-17
16,2,DL,10792,10821,-3,-23
16,2,DL,10792,12889,-5,-15
16,2,DL,10792,13232,-2,-4
16,2,DL,10792,14107,-7,-5
16,2,DL,10800,11292,198,170
16,2,DL,10800,12889,-3,-27
16,2,DL,10800,13796,-4,-16
16,2,DL,10800,14107,-5,-5
16,2,DL,10800,14831,-6,-18
16,2,DL,10800,14893,26,13
16,2,DL,10821,10140,7,5
16,2,DL,10821,10423,-4,-10
16,2,DL,10821,10529,-5,-4
17,3,DL,10821,10693,-3,-13
17,3,DL,10821,10792,-8,5
17,3,DL,10821,11066,-2,-16
17,3,DL,10821,12191,-7,38
17,3,DL,10821,12339,-3,29
17,3,DL,10821,12451,-5,-4
17,3,DL,10821,12892,-3,6
17,3,DL,10821,13198,-7,-28
17,3,DL,10821,13232,1,-1
17,3,DL,10821,13342,-2,-12
17,3,DL,10821,13495,-3,-14
17,3,DL,10821,13851,-4,-13
17,3,DL,10821,13931,-1,-17
17,3,DL,10821,14027,3,-11
17,3,DL,10821,14122,-1,-8
17,3,DL,10821,14307,-9,-6
17,3,DL,10821,14679,1,-4
17,3,DL,10821,14683,1,-1
17,3,DL,10821,14730,-1,0
17,3,DL,10821,15016,-7,-12
17,3,DL,11042,13232,-4,-14
17,3,DL,11066,10693,-2,-27
17,3,DL,11066,10821,-2,-14
17,3,DL,11066,12889,-4,-11
17,3,DL,11066,13232,-10,-13
17,3,DL,11066,15016,-2,-21
17,3,DL,11259,10140,0,-9
17,3,DL,11259,10423,21,1
17,3,DL,13342,10821,-5,4
17,3,DL,13342,11697,0,-10
17,3,DL,13342,12889,-1,5
17,3,DL,13342,12892,-3,17
17,3,DL,13342,12953,-8,-6
17,3,DL,13342,13198,-2,-2
17,3,DL,13342,13495,7,-15
17,3,DL,13342,14747,-8,-19
17,3,DL,13342,14771,0,3
17,3,DL,13342,15016,10,12
17,3,DL,13495,10693,-2,-11
17,3,DL,13495,10821,-2,-17
17,3,DL,13495,11259,-3,-8
17,3,DL,13495,11697,-4,-26
17,3,DL,13495,12191,-1,-12
17,3,DL,10140,10821,25,19
17,3,DL,10140,11259,22,29
17,3,DL,10140,12191,1,-4
17,3,DL,10140,12889,-7,-12
17,3,DL,10140,12892,0,-4
17,3,DL,10140,13198,-5,0
17,3,DL,10140,13204,-4,-16
17,3,DL,10140,13232,-1,1
17,3,DL,10140,13796,133,112
17,3,DL,10140,14057,1,-2
17,3,DL,10140,14679,7,-17
17,3,DL,10140,14747,3,-4
17,3,DL,10140,15376,7,-11
17,3,DL,13495,12889,2,-17
17,3,DL,13495,13198,-2,-11
17,3,DL,13495,13232,-1,-13
17,3,DL,13495,13342,-2,-13
17,3,DL,13495,14107,-6,-20
17,3,DL,13495,15016,39,42
17,3,DL,13495,15304,40,44
17,3,DL,13796,10140,-2,-2
17,3,DL,13796,10423,-3,-5
17,3,DL,13796,10800,-4,-5
17,3,DL,13796,11292,54,32
17,3,DL,13796,12191,29,19
17,3,DL,13796,12889,33,19
17,3,DL,13796,12892,-8,-19
17,3,DL,13796,13232,-2,-14
17,3,DL,13796,13891,-3,-15
17,3,DL,13796,14057,-3,3
17,3,DL,13796,14570,-2,-6
17,3,DL,13796,14679,2,-2
17,3,DL,13796,14908,-4,-10
17,3,DL,13851,10821,-1,-8
17,3,DL,13851,11259,-6,2
17,3,DL,13851,12191,-5,-3
17,3,DL,13851,12889,-5,-4
17,3,DL,13851,13198,1,-9
17,3,DL,13851,13204,-5,-9
17,3,DL,13851,13232,-3,-10
17,3,DL,13851,14107,5,18
17,3,DL,13851,15016,-6,-5
17,3,DL,13871,12889,111,110
17,3,DL,13871,13232,-3,-26
17,3,DL,13871,15016,2,-13
17,3,DL,13891,11292,-4,-5
17,3,DL,13891,12889,1,-23
17,3,DL,13891,13232,-5,-13
17,3,DL,13891,13796,62,42
17,3,DL,13891,14831,50,47
17,3,DL,13891,14893,22,4
17,3,DL,13931,10693,-5,-7
17,3,DL,13931,10821,-5,-16
17,3,DL,13931,12451,13,20
17,3,DL,13931,13204,115,141
17,3,DL,13931,13232,-5,-16
17,3,DL,13931,15304,-9,19
17,3,DL,14027,10821,29,21
17,3,DL,14027,14122,-6,-23
17,3,DL,14027,14307,-3,-20
17,3,DL,14057,10140,-3,-15
17,3,DL,14057,13198,2,-8
17,3,DL,14057,13232,7,-5
17,3,DL,14057,13796,-1,-9
17,3,DL,14057,14570,-3,-12
17,3,DL,14057,14893,221,204
17,3,DL,14100,10693,-4,-11
17,3,DL,14100,12191,-5,-13
17,3,DL,14100,13232,35,27
17,3,DL,14100,15016,94,88
17,3,DL,14107,10693,-1,-18
17,3,DL,14107,10792,-3,-13
17,3,DL,14107,10800,-2,-14
17,3,DL,14107,12191,15,-16
17,3,DL,14107,13232,-5,-21
17,3,DL,14107,13495,-8,-3
17,3,DL,14107,13851,-9,10
17,3,DL,14107,14492,-1,-12
17,3,DL,14107,14683,-1,-10
17,3,DL,14107,14730,0,-7
17,3,DL,14122,10821,-6,-2
17,3,DL,14122,12889,10,8
17,3,DL,14122,13232,-5,5
17,3,DL,14122,14027,-2,0
17,3,DL,14307,10821,-2,3
17,3,DL,14307,11292,-4,-11
17,3,DL,14307,13232,-7,-14
17,3,DL,14307,14027,3,35
17,3,DL,14307,14635,-3,-3
17,3,DL,14307,15304,-4,5
17,3,DL,14492,10693,-2,-13
17,3,DL,14492,11292,-5,-16
17,3,DL,14492,12191,6,6
17,3,DL,14492,12889,-4,-7
17,3,DL,14492,13232,14,12
17,3,DL,14492,14107,-5,-14
17,3,DL,14492,15016,-4,0
17,3,DL,14570,11292,166,154
17,3,DL,14570,12889,-2,3
17,3,DL,14570,12892,-4,-32
17,3,DL,14570,13232,-4,-37
17,3,DL,14570,13796,1,-6
17,3,DL,14570,14057,15,8
17,3,DL,14570,14679,-4,-17
17,3,DL,14570,14747,9,0
17,3,DL,14635,10529,-6,-24
17,3,DL,14635,10693,35,66
17,3,DL,14635,14307,32,19
17,3,DL,14635,15016,21,17
17,3,DL,14679,10140,9,-2
17,3,DL,14679,10423,-3,-14
17,3,DL,14679,10693,-4,1
17,3,DL,14679,10821,-4,-17
17,3,DL,14679,12191,11,10
17,3,DL,14679,12889,0,-7
17,3,DL,14679,13198,58,108
17,3,DL,14679,13232,0,-5
17,3,DL,14679,13796,26,15
17,3,DL,14679,14570,-4,-21
17,3,DL,14679,14683,-4,-8
17,3,DL,14679,14831,-3,-12
17,3,DL,14679,14893,-2,-8
17,3,DL,14679,15376,-7,-5
17,3,DL,14683,10693,-3,-7
17,3,DL,14683,10821,178,166
17,3,DL,14683,11259,-2,-3
17,3,DL,14683,11292,-5,-16
17,3,DL,14683,12889,-4,10
17,3,DL,14683,12892,5,7
17,3,DL,14683,13204,-5,-10
17,3,DL,14683,13232,-3,-10
17,3,DL,14683,14107,41,34
17,3,DL,14683,14679,-7,-22
17,3,DL,14683,15016,-4,12
17,3,DL,14683,15304,-3,5
17,3,DL,14730,10821,-2,-8
17,3,DL,14730,12889,-7,-16
17,3,DL,14730,13204,-4,-8
17,3,DL,14730,13232,-5,-12
17,3,DL,14730,14107,24,39
17,3,DL,14730,15016,-4,-6
17,3,DL,14730,15304,2,-7
17,3,DL,14747,10140,-5,-24
17,3,DL,14747,13232,-2,0
17,3,DL,14747,13342,-1,9
17,3,DL,14747,14570,-3,17
17,3,DL,14771,13232,52,39
17,3,DL,14771,13342,12,5
17,3,DL,14831,10423,-5,-13
17,3,DL,14831,10800,58,54
17,3,DL,14831,12889,-1,-9
17,3,DL,14831,12892,-2,-10
17,3,DL,14831,13232,-9,-7
17,3,DL,14831,13891,34,30
17,3,DL,14831,14679,-8,-21
17,3,DL,14831,14908,-2,-20
17,3,DL,14869,13232,18,69
17,3,DL,14893,10800,5,2
17,3,DL,14893,12889,16,-1
17,3,DL,14893,12892,5,12
17,3,DL,14893,13232,-5,-10
17,3,DL,14893,13891,-3,-15
17,3,DL,14893,14057,-4,-14
17,3,DL,14893,14679,-5,-3
17,3,DL,14893,14908,0,3
17,3,DL,14908,12191,-2,-19
17,3,DL,14908,13232,-6,-8
17,3,DL,14908,13796,-12,-13
17,3,DL,14908,14831,-7,-31
17,3,DL,14908,14893,-4,-10
17,3,DL,15016,10693,-9,14
17,3,DL,15016,10721,19,122
17,3,DL,15016,10821,1,12
17,3,DL,15016,11066,-3,-8
17,3,DL,15016,11259,21,13
17,3,DL,15016,11697,-4,-16
17,3,DL,15016,12191,-4,-14
17,3,DL,15016,12889,-3,-13
17,3,DL,15016,13198,-5,-5
17,3,DL,15016,13232,-2,-5
17,3,DL,15016,13342,3,5
17,3,DL,15016,13495,-5,-19
17,3,DL,15016,13851,1,2
17,3,DL,15016,13871,5,8
17,3,DL,15016,14100,32,21
17,3,DL,15016,14492,-1,-4
17,3,DL,15016,14635,1,2
17,3,DL,15016,14683,-8,0
17,3,DL,15016,14730,6,-32
17,3,DL,15016,15304,-4,4
17,3,DL,15304,10423,-4,-32
17,3,DL,15304,10529,-3,-9
17,3,DL,15304,10693,3,-12
17,3,DL,15304,11697,89,58
17,3,DL,15304,12191,3,-1
17,3,DL,15304,12889,-1,-3
17,3,DL,15304,13198,-6,-8
17,3,DL,15304,13495,0,-11
17,3,DL,15304,13931,2,-8
17,3,DL,15304,14307,-2,-11
17,3,DL,15304,14683,0,0
17,3,DL,15304,14730,0,0
17,3,DL,15304,15016,3,-10
17,3,DL,15376,10140,-6,-13
17,3,DL,15376,12889,15,10
17,3,DL,15376,12892,0,3
17,3,DL,15376,13232,32,41
17,3,DL,15376,14679,-4,-5
17,3,DL,14679,12264,-5,-7
17,3,DL,14843,12264,3,1
17,3,DL,14107,12264,-5,5
17,3,DL,12892,11042,24,56
17,3,DL,11042,14843,-3,-2
17,3,DL,10821,12266,-3,-17
17,3,DL,11042,12892,-3,-14
17,3,DL,14843,11042,-3,-32
17,3,DL,11042,14771,-4,-22
17,3,DL,12264,14843,-6,2
17,3,DL,14057,11618,-6,-37
17,3,DL,14831,12266,-5,-8
17,3,DL,14908,11618,-3,-19
17,3,DL,11042,14107,-6,-4
17,3,DL,12264,12173,0,-12
17,3,DL,14771,13830,-3,15
17,3,DL,12889,12264,10,-5
17,3,DL,14307,13930,-4,27
17,3,DL,14771,13495,-4,-12
17,3,DL,14122,12892,-1,10
17,3,DL,15016,14771,-3,-13
17,3,DL,12266,14570,-5,-12
18,4,DL,12892,14122,-3,34
18,4,DL,13930,14307,43,23
18,4,DL,14771,14122,-7,-8
18,4,DL,14771,15016,-3,-30
18,4,DL,14771,10821,-1,-6
18,4,DL,12266,14057,-3,41
18,4,DL,13232,14027,-5,0
18,4,DL,14679,15016,36,57
18,4,DL,15016,14679,-2,-12
18,4,DL,14027,13232,-2,24
